height, weight, label  
131,49,thin
179,50,thin
181,87,thin
161,66,thin
160,75,thin
190,67,thin
166,71,thin
142,35,thin
185,85,thin
148,73,thin
157,42,thin
186,37,thin
136,58,thin
193,69,thin
199,69,thin
175,37,thin
120,90,thin
167,92,thin
176,69,thin
154,88,thin
181,40,thin
156,91,thin
136,79,thin
123,61,thin
193,94,thin
164,87,thin
192,79,thin
170,78,thin
172,98,thin
136,48,thin
146,43,thin
126,81,thin
152,48,thin
154,76,thin
125,82,thin
186,84,thin
160,78,thin
128,97,thin
193,81,thin
128,64,thin
175,72,thin
175,50,thin
131,96,thin
133,72,thin
199,58,thin
199,44,thin
196,77,thin
152,96,thin
123,64,thin
189,43,thin
147,97,thin
198,67,thin
182,93,thin
200,79,thin
157,93,thin
186,67,thin
130,81,thin
174,57,thin
176,68,thin
120,42,thin
165,68,thin
180,74,thin
149,56,thin
160,41,thin
188,50,thin
191,82,thin
178,99,thin
138,72,thin
131,89,thin
147,47,thin
163,75,thin
184,89,thin
197,63,thin
161,67,thin
171,68,thin
143,62,thin
191,48,thin
168,70,thin
133,80,thin
150,41,thin
176,87,thin
133,46,thin
181,92,thin
164,94,thin
130,86,thin
159,50,thin
161,95,thin
134,93,thin
155,87,thin
176,37,thin
177,91,thin
152,54,thin
165,87,thin
152,83,thin
165,65,thin
129,63,thin
177,64,thin
192,56,thin
179,59,thin
192,48,thin
143,66,thin
166,63,thin
121,84,thin
138,85,thin
157,100,thin
130,57,thin
130,98,thin
129,54,thin
193,61,thin
155,75,thin
144,83,thin
132,81,thin
199,67,thin
161,63,thin
162,92,thin
162,60,thin
192,48,thin
130,67,thin
161,76,thin
166,56,thin
138,80,thin
194,68,thin
143,54,thin
181,89,thin
191,53,thin
196,46,thin
143,66,thin
197,78,thin
127,91,thin
177,69,thin
162,47,thin
175,88,thin
156,48,thin
181,58,thin
199,38,thin
158,82,thin
125,65,thin
172,82,thin
165,38,thin
162,100,thin
171,73,thin
137,55,thin
131,90,thin
131,81,thin
185,45,thin
143,52,thin
129,88,thin
158,39,thin
193,88,thin
154,63,thin
126,69,thin
168,100,thin
120,71,thin
170,91,thin
160,36,thin
200,76,thin
159,98,thin
128,51,thin
155,55,thin
165,42,thin
149,84,thin
193,87,thin
139,95,thin
168,54,thin
127,35,thin
171,74,thin
131,83,thin
199,75,thin
130,79,thin
134,55,thin
152,80,thin
163,66,thin
149,99,thin
130,74,thin
191,35,thin
151,82,thin
128,46,thin
136,89,thin
178,85,thin
127,42,thin
129,59,thin
127,54,thin
168,68,thin
126,69,thin
185,40,thin
169,100,thin
126,51,thin
174,66,thin
165,95,thin
185,55,thin
161,68,thin
137,92,thin
135,51,thin
141,56,thin
199,56,thin
171,74,thin
124,45,thin
182,66,thin
145,51,thin
179,68,thin
193,49,thin
132,68,thin
189,93,thin
160,51,thin
158,69,thin
193,100,thin
158,77,thin
185,61,thin
195,97,thin
174,81,thin
163,83,thin
183,42,thin
198,88,thin
197,79,thin
176,83,thin
196,44,thin
157,52,thin
127,54,thin
139,96,thin
193,42,thin
124,64,thin
165,75,thin
179,73,thin
153,80,thin
199,86,thin
152,50,thin
176,95,thin
149,36,thin
172,86,thin
141,57,thin
124,65,thin
134,98,thin
129,45,thin
154,79,thin
164,76,thin
141,36,thin
130,54,thin
136,84,thin
184,51,thin
185,97,thin
136,35,thin
177,56,thin
128,47,thin
129,75,thin
156,62,thin
137,64,thin
173,88,thin
195,93,thin
196,78,thin
152,93,thin
148,43,thin
155,42,thin
148,72,thin
146,52,thin
121,80,thin
193,75,thin
164,100,thin
183,53,thin
157,66,thin
159,70,thin
198,36,thin
166,56,thin
177,50,thin
164,89,thin
170,54,thin
187,49,thin
191,68,thin
133,74,thin
183,76,thin
138,87,thin
160,61,thin
151,97,thin
170,81,thin
161,71,thin
138,66,thin
198,38,thin
194,53,thin
167,93,thin
195,57,thin
140,79,thin
159,60,thin
193,80,thin
178,95,thin
155,54,thin
200,80,thin
133,39,thin
171,36,thin
169,56,thin
184,78,thin
133,92,thin
171,71,thin
141,61,thin
167,47,thin
180,38,thin
142,67,thin
126,69,thin
198,54,thin
130,89,thin
152,61,thin
121,73,thin
170,41,thin
139,64,thin
188,41,thin
169,78,thin
149,46,thin
129,40,thin
123,98,thin
174,93,thin
129,67,thin
149,92,thin
166,71,thin
135,55,thin
186,40,thin
197,87,thin
148,97,thin
131,96,thin
132,71,thin
193,68,thin
128,78,thin
173,57,thin
162,60,thin
155,67,thin
143,73,thin
195,50,thin
144,84,thin
131,88,thin
168,90,thin
173,64,thin
186,55,thin
122,87,thin
174,61,thin
157,57,thin
128,64,thin
124,72,thin
150,91,thin
160,94,thin
179,84,thin
175,97,thin
144,40,thin
149,93,thin
189,93,thin
163,52,thin
180,79,thin
159,43,thin
120,42,thin
182,38,thin
142,65,thin
138,49,thin
193,58,thin
188,95,thin
191,74,thin
125,66,thin
120,79,thin
177,94,thin
196,53,thin
172,97,thin
147,65,thin
188,36,thin
147,66,thin
135,56,thin
185,48,thin
150,42,thin
194,90,thin
196,68,thin
132,89,thin
154,86,thin
151,80,thin
143,56,thin
157,59,thin
195,66,thin
136,62,thin
170,58,thin
156,66,thin
134,71,thin
129,46,thin
184,46,thin
154,84,thin
130,86,thin
164,47,thin
173,99,thin
147,41,thin
143,94,thin
187,37,thin
137,80,thin
134,80,thin
149,65,thin
185,88,thin
130,35,thin
151,89,thin
174,71,thin
192,81,thin
176,39,thin
189,52,thin
140,88,thin
128,51,thin
195,67,thin
175,86,thin
199,47,thin
182,65,thin
185,59,thin
175,93,thin
191,35,thin
145,70,thin
136,94,thin
170,53,thin
172,37,thin
165,57,thin
190,67,thin
161,53,thin
149,57,thin
177,86,thin
194,48,thin
154,46,thin
149,52,thin
185,37,thin
133,43,thin
161,82,thin
191,68,thin
160,52,thin
147,67,thin
176,83,thin
124,98,thin
198,68,thin
145,39,thin
168,88,thin
120,62,thin
138,44,thin
186,94,thin
139,100,thin
175,88,thin
189,49,thin
197,37,thin
162,97,thin
197,82,thin
177,99,thin
174,59,thin
123,85,thin
168,86,thin
174,35,thin
158,96,thin
133,68,thin
199,52,thin
149,48,thin
137,54,thin
185,85,thin
131,85,thin
186,55,thin
200,39,thin
183,43,thin
141,59,thin
141,68,thin
194,84,thin
178,97,thin
163,38,thin
166,45,thin
122,46,thin
143,72,thin
190,48,thin
145,56,thin
166,99,thin
140,58,thin
195,71,thin
189,85,thin
156,68,thin
200,75,thin
160,94,thin
200,77,thin
128,42,thin
181,96,thin
161,39,thin
182,53,thin
175,95,thin
199,66,thin
171,80,thin
176,68,thin
130,100,thin
172,96,thin
196,49,thin
147,43,thin
147,41,thin
187,73,thin
146,91,thin
139,35,thin
134,91,thin
199,73,thin
199,49,thin
153,75,thin
159,96,thin
172,75,thin
167,100,thin
139,78,thin
183,84,thin
194,69,thin
192,40,thin
185,83,thin
133,70,thin
177,84,thin
125,50,thin
144,52,thin
153,82,thin
182,52,thin
165,70,thin
186,52,thin
169,37,thin
142,100,thin
197,92,thin
148,42,thin
182,78,thin
154,87,thin
123,62,thin
132,64,thin
163,49,thin
169,94,thin
152,42,thin
122,76,thin
156,96,thin
134,85,thin
165,59,thin
139,43,thin
169,74,thin
140,91,thin
180,55,thin
195,59,thin
147,37,thin
189,73,thin
136,94,thin
124,64,thin
136,53,thin
140,62,thin
120,69,thin
129,35,thin
135,61,thin
182,51,thin
194,35,thin
141,67,thin
159,96,thin
167,66,thin
154,73,thin
178,72,thin
171,55,thin
168,66,thin
193,100,thin
128,86,thin
131,58,thin
124,91,thin
187,45,thin
130,69,thin
172,45,thin
145,48,thin
161,44,thin
197,89,thin
161,91,thin
186,38,thin
158,82,thin
128,57,thin
140,58,thin
153,95,thin
191,56,thin
195,56,thin
161,86,thin
180,57,thin
147,87,thin
149,39,thin
155,50,thin
188,88,thin
174,67,thin
146,81,thin
162,57,thin
152,38,thin
142,37,thin
166,93,thin
150,97,thin
189,70,thin
156,95,thin
141,47,thin
122,43,thin
165,38,thin
186,50,thin
133,37,thin
158,88,thin
145,92,thin
163,65,thin
186,78,thin
189,87,thin
176,95,thin
148,71,thin
132,74,thin
142,47,thin
153,53,thin
151,78,thin
182,41,thin
196,91,thin
189,53,thin
165,43,thin
184,56,thin
194,65,thin
174,60,thin
181,39,thin
147,41,thin
162,57,thin
195,42,thin
131,63,thin
131,89,thin
182,100,thin
165,84,thin
180,76,thin
139,75,thin
186,96,thin
136,39,thin
187,76,thin
185,39,thin
123,35,thin
162,72,thin
134,96,thin
179,96,thin
167,62,thin
134,85,thin
164,91,thin
168,69,thin
124,72,thin
188,54,thin
121,82,thin
160,91,thin
146,84,thin
170,82,thin
151,77,thin
138,97,thin
135,38,thin
163,83,thin
197,51,thin
143,89,thin
160,68,thin
157,80,thin
142,55,thin
189,91,thin
182,42,thin
149,72,thin
143,64,thin
169,97,thin
182,69,thin
139,61,thin
166,48,thin
158,80,thin
131,65,thin
199,100,thin
199,91,thin
196,96,thin
146,55,thin
185,88,thin
167,42,thin
172,81,thin
191,79,thin
121,50,thin
200,48,thin
189,96,thin
124,69,thin
188,50,thin
148,82,thin
127,84,thin
162,94,thin
137,61,thin
177,98,thin
180,50,thin
152,85,thin
172,52,thin
152,91,thin
140,45,thin
190,89,thin
123,72,thin
173,40,thin
167,90,thin
125,88,thin
163,61,thin
136,56,thin
147,90,thin
178,84,thin
156,58,thin
192,65,thin
123,35,thin
155,57,thin
181,94,thin
166,99,thin
150,48,thin
126,93,thin
177,94,thin
182,99,thin
195,79,thin
193,36,thin
178,73,thin
159,40,thin
142,93,thin
123,75,thin
170,45,thin
164,98,thin
139,89,thin
148,55,thin
181,87,thin
189,64,thin
193,69,thin
144,83,thin
187,76,thin
185,92,thin
134,90,thin
120,61,thin
150,86,thin
137,36,thin
192,65,thin
199,49,thin
144,49,thin
180,51,thin
189,43,thin
142,50,thin
156,73,thin
147,53,thin
123,88,thin
175,42,thin
145,41,thin
185,71,thin
198,87,thin
175,76,thin
191,75,thin
198,58,thin
187,50,thin
200,95,thin
172,40,thin
138,47,thin
131,49,thin
146,40,thin
158,82,thin
135,97,thin
129,38,thin
177,44,thin
166,42,thin
146,92,thin
193,53,thin
179,53,thin
121,78,thin
138,54,thin
167,55,thin
159,53,thin
131,47,thin
131,100,thin
173,63,thin
147,98,thin
183,53,thin
145,88,thin
153,41,thin
137,48,thin
137,78,thin
142,85,thin
159,50,thin
175,90,thin
199,90,thin
192,96,thin
124,35,thin
165,63,thin
155,56,thin
137,96,thin
197,37,thin
144,37,thin
138,48,thin
120,99,thin
146,42,thin
137,69,thin
175,75,thin
175,90,thin
171,43,thin
125,52,thin
162,94,thin
190,37,thin
132,48,thin
190,83,thin
191,55,thin
125,82,thin
191,79,thin
122,53,thin
174,99,thin
161,92,thin
157,88,thin
158,61,thin
159,54,thin
137,83,thin
147,73,thin
198,91,thin
145,89,thin
148,88,thin
173,83,thin
136,51,thin
190,47,thin
131,100,thin
184,100,thin
130,50,thin
177,47,thin
189,99,thin
189,96,thin
133,83,thin
143,36,thin
151,62,thin
157,67,thin
121,76,thin
195,83,thin
131,73,thin
157,81,thin
160,54,thin
195,79,thin
142,93,thin
133,47,thin
125,39,thin
149,88,thin
172,50,thin
189,99,thin
150,82,thin
130,37,thin
190,45,thin
183,64,thin
162,58,thin
197,56,thin
195,71,thin
181,44,thin
166,64,thin
134,66,thin
189,90,thin
189,72,thin
186,36,thin
168,86,thin
163,51,thin
152,64,thin
140,52,thin
179,76,thin
189,84,thin
191,58,thin
144,47,thin
187,70,thin
178,63,thin
180,83,thin
146,83,thin
179,49,thin
147,36,thin
192,100,thin
172,35,thin
129,45,thin
177,52,thin
178,62,thin
159,43,thin
135,90,thin
154,87,thin
183,56,thin
199,72,thin
181,68,thin
172,87,thin
150,65,thin
175,84,thin
193,56,thin
171,37,thin
180,79,thin
190,51,thin
147,91,thin
191,78,thin
168,68,thin
168,35,thin
152,60,thin
154,88,thin
142,79,thin
180,91,thin
128,73,thin
137,61,thin
155,54,thin
171,63,thin
141,71,thin
156,83,thin
130,88,thin
189,87,thin
157,70,thin
123,92,thin
148,46,thin
157,64,thin
147,69,thin
133,88,thin
144,50,thin
177,55,thin
131,57,thin
174,55,thin
147,41,thin
179,72,thin
128,42,thin
180,53,thin
139,38,thin
196,77,thin
133,44,thin
172,46,thin
186,38,thin
192,41,thin
180,84,thin
153,93,thin
130,85,thin
192,76,thin
151,89,thin
130,80,thin
150,83,thin
148,46,thin
196,89,thin
123,80,thin
125,78,thin
140,36,thin
184,75,thin
173,84,thin
188,49,thin
194,35,thin
193,63,thin
154,64,thin
151,88,thin
188,97,thin
182,60,thin
138,46,thin
131,59,thin
193,80,thin
139,96,thin
190,95,thin
180,49,thin
167,96,thin
166,91,thin
190,81,thin
129,69,thin
197,62,thin
169,70,thin
168,42,thin
125,54,thin
171,52,thin
182,54,thin
142,99,thin
170,74,thin
200,94,thin
122,79,thin
145,56,thin
134,49,thin
121,38,thin
168,54,thin
149,64,thin
187,89,thin
198,97,thin
130,97,thin
148,88,thin
195,96,thin
174,59,thin
134,50,thin
149,71,thin
198,100,thin
154,87,thin
152,84,thin
139,80,thin
164,96,thin
196,59,thin
192,57,thin
130,54,thin
125,83,thin
199,55,thin
174,60,thin
133,56,thin
162,76,thin
140,87,thin
132,100,thin
172,74,thin
151,44,thin
190,40,thin
141,40,thin
181,71,thin
198,79,thin
144,77,thin
186,74,thin
142,48,thin
159,67,thin
197,89,thin
158,50,thin
187,45,thin
173,94,thin
142,37,thin
166,55,thin
182,70,thin
181,84,thin
145,37,thin
131,99,thin
176,40,thin
161,36,thin
189,35,thin
130,80,thin
186,79,thin
194,54,thin
137,76,thin
191,48,thin
173,74,thin
126,50,thin
151,87,thin
169,75,thin
157,64,thin
168,52,thin
137,100,thin
199,97,thin
146,88,thin
177,52,thin
157,77,thin
140,97,thin
159,42,thin
179,60,thin
173,78,thin
169,79,thin
131,75,thin
198,70,thin
145,76,thin
127,56,thin
153,89,thin
146,48,thin
151,72,thin
165,79,thin
133,92,thin
183,67,thin
163,43,thin
137,69,thin
136,35,thin
196,48,thin
163,61,thin
123,40,thin
143,97,thin
139,60,thin
133,43,thin
161,94,thin
166,69,thin
133,55,thin
172,87,thin
169,88,thin
164,55,thin
162,48,thin
129,69,thin
165,87,thin
126,77,thin
147,53,thin
190,42,thin
178,93,thin
197,61,thin
126,92,thin
188,61,thin
136,48,thin
122,71,thin
146,71,thin
196,70,thin
149,79,thin
185,99,thin
135,75,thin
137,94,thin
143,44,thin
193,39,thin
175,41,thin
153,76,thin
133,36,thin
151,56,thin
144,95,thin
170,51,thin
170,36,thin
189,48,thin
177,56,thin
156,80,thin
191,35,thin
176,37,thin
174,38,thin
123,43,thin
131,66,thin
182,40,thin
157,48,thin
177,85,thin
175,46,thin
173,80,thin
198,83,thin
154,76,thin
179,88,thin
156,76,thin
198,43,thin
179,99,thin
121,75,thin
164,97,thin
125,51,thin
184,90,thin
149,56,thin
193,36,thin
151,62,thin
161,50,thin
148,81,thin
146,88,thin
144,77,thin
140,92,thin
152,74,thin
183,81,thin
154,37,thin
176,71,thin
168,82,thin
135,38,thin
150,84,thin
121,63,thin
140,53,thin
171,60,thin
136,40,thin
156,74,thin
192,52,thin
177,56,thin
144,55,thin
195,46,thin
183,64,thin
156,73,thin
172,93,thin
189,60,thin
200,37,thin
163,47,thin
139,75,thin
120,91,thin
178,84,thin
140,90,thin
185,67,thin
193,97,thin
135,97,thin
138,36,thin
163,78,thin
165,47,thin
126,97,thin
143,38,thin
138,59,thin
190,59,thin
186,63,thin
160,75,thin
150,80,thin
155,40,thin
135,64,thin
140,88,thin
191,77,thin
151,37,thin
162,56,thin
193,58,thin
188,94,thin
149,67,thin
135,91,thin
183,89,thin
190,54,thin
130,57,thin
148,82,thin
184,91,thin
142,97,thin
158,49,thin
156,68,thin
159,79,thin
123,59,thin
121,51,thin
151,79,thin
168,67,thin
160,50,thin
179,40,thin
125,51,thin
143,62,thin
185,63,thin
181,44,thin
142,86,thin
155,37,thin
195,80,thin
155,64,thin
172,42,thin
167,37,thin
159,50,thin
147,53,thin
158,46,thin
128,55,thin
155,69,thin
185,61,thin
180,39,thin
121,85,thin
191,60,thin
143,50,thin
190,91,thin
185,50,thin
178,85,thin
191,40,thin
145,49,thin
176,45,thin
179,77,thin
128,67,thin
179,91,thin
180,99,thin
137,74,thin
176,36,thin
120,72,thin
152,45,thin
175,49,thin
129,88,thin
157,52,thin
174,38,thin
155,96,thin
135,72,thin
149,57,thin
177,83,thin
143,55,thin
139,57,thin
163,42,thin
195,93,thin
178,43,thin
142,80,thin
133,72,thin
121,42,thin
138,57,thin
148,57,thin
200,38,thin
122,82,thin
151,69,thin
163,51,thin
189,79,thin
133,75,thin
158,88,thin
144,59,thin
194,79,thin
187,55,thin
156,51,thin
174,80,thin
177,97,thin
125,45,thin
184,72,thin
151,83,thin
199,64,thin
182,99,thin
163,64,thin
159,39,thin
145,65,thin
166,82,thin
123,74,thin
166,67,thin
186,43,thin
169,39,thin
140,76,thin
185,96,thin
193,76,thin
140,55,thin
132,61,thin
148,79,thin
177,80,thin
126,79,thin
159,54,thin
135,42,thin
139,57,thin
167,71,thin
152,80,thin
196,47,thin
191,49,thin
174,39,thin
172,57,thin
136,83,thin
155,52,thin
194,84,thin
122,46,thin
194,45,thin
143,74,thin
199,91,thin
160,92,thin
144,50,thin
186,86,thin
200,46,thin
170,43,thin
134,43,thin
142,52,thin
127,69,thin
183,64,thin
198,41,thin
149,87,thin
123,75,thin
123,70,thin
124,93,thin
183,90,thin
121,73,thin
162,79,thin
179,58,thin
173,37,thin
164,71,thin
184,94,thin
144,94,thin
136,37,thin
152,38,thin
184,64,thin
134,100,thin
135,40,thin
145,97,thin
120,90,thin
175,45,thin
175,53,thin
136,53,thin
151,76,thin
131,82,thin
122,82,thin
149,83,thin
191,45,thin
177,50,thin
157,63,thin
141,96,thin
193,94,thin
152,48,thin
181,82,thin
130,79,thin
129,76,thin
125,100,thin
135,86,thin
182,97,thin
185,66,thin
177,94,thin
156,92,thin
157,77,thin
169,79,thin
182,39,thin
169,35,thin
140,86,thin
152,59,thin
153,38,thin
188,82,thin
166,48,thin
135,44,thin
155,41,thin
156,60,thin
161,74,thin
195,70,thin
124,68,thin
154,87,thin
181,72,thin
153,58,thin
192,38,thin
141,92,thin
121,96,thin
136,86,thin
143,38,thin
144,94,thin
146,76,thin
135,97,thin
148,85,thin
152,90,thin
158,43,thin
161,68,thin
131,79,thin
124,59,thin
196,57,thin
165,64,thin
121,47,thin
145,68,thin
188,75,thin
195,97,thin
172,81,thin
155,86,thin
132,52,thin
168,75,thin
194,58,thin
146,46,thin
129,65,thin
146,39,thin
195,88,thin
120,66,thin
131,58,thin
158,40,thin
125,78,thin
191,96,thin
120,84,thin
194,63,thin
144,78,thin
175,98,thin
127,73,thin
134,67,thin
190,58,thin
138,70,thin
179,66,thin
157,53,thin
200,59,thin
165,46,thin
132,93,thin
131,99,thin
176,73,thin
122,71,thin
188,76,thin
182,40,thin
200,93,thin
173,82,thin
167,84,thin
142,93,thin
178,41,thin
171,54,thin
156,61,thin
150,90,thin
165,79,thin
151,59,thin
177,71,thin
139,85,thin
163,69,thin
141,66,thin
154,38,thin
159,84,thin
169,79,thin
162,42,thin
196,86,thin
123,93,thin
180,95,thin
189,55,thin
174,100,thin
148,58,thin
140,87,thin
174,86,thin
138,69,thin
126,83,thin
140,88,thin
147,67,thin
167,88,thin
176,78,thin
175,89,thin
138,53,thin
128,59,thin
128,45,thin
122,84,thin
154,41,thin
161,82,thin
131,100,thin
167,46,thin
139,76,thin
173,70,thin
185,73,thin
137,84,thin
187,74,thin
134,83,thin
172,94,thin
183,62,thin
171,55,thin
147,87,thin
142,69,thin
134,91,thin
182,62,thin
184,38,thin
156,50,thin
161,81,thin
139,55,thin
145,87,thin
152,37,thin
126,85,thin
161,73,thin
173,94,thin
167,78,thin
186,73,thin
196,58,thin
199,83,thin
181,87,thin
167,66,thin
162,95,thin
142,45,thin
200,96,thin
199,38,thin
191,40,thin
139,58,thin
159,79,thin
151,56,thin
183,77,thin
127,44,thin
197,46,thin
150,92,thin
141,65,thin
171,84,thin
145,65,thin
168,78,thin
138,89,thin
198,89,thin
174,79,thin
199,75,thin
143,75,thin
165,91,thin
185,91,thin
183,58,thin
159,79,thin
196,74,thin
188,52,thin
176,95,thin
176,49,thin
147,69,thin
177,99,thin
199,56,thin
175,96,thin
158,74,thin
161,82,thin
189,59,thin
146,94,thin
180,58,thin
149,80,thin
127,63,thin
134,79,thin
152,61,thin
176,38,thin
146,78,thin
127,77,thin
189,59,thin
179,40,thin
179,77,thin
198,52,thin
172,86,thin
138,91,thin
164,92,thin
138,84,thin
197,37,thin
156,68,thin
121,82,thin
180,83,thin
183,85,thin
194,70,thin
147,44,thin
150,43,thin
184,40,thin
144,99,thin
142,83,thin
157,97,thin
164,78,thin
130,88,thin
125,40,thin
120,83,thin
143,44,thin
200,40,thin
123,40,thin
156,36,thin
134,64,thin
155,35,thin
167,56,thin
138,35,thin
160,58,thin
137,88,thin
165,46,thin
125,43,thin
154,82,thin
200,35,thin
175,48,thin
159,69,thin
156,98,thin
165,59,thin
199,96,thin
126,38,thin
149,84,thin
195,100,thin
196,80,thin
183,100,thin
157,43,thin
128,98,thin
132,72,thin
120,65,thin
153,84,thin
161,66,thin
126,83,thin
156,74,thin
165,57,thin
123,71,thin
121,67,thin
154,70,thin
158,36,thin
198,67,thin
199,72,thin
143,53,thin
196,90,thin
168,48,thin
165,91,thin
160,63,thin
134,63,thin
174,79,thin
191,87,thin
183,87,thin
124,79,thin
176,76,thin
155,60,thin
188,35,thin
126,71,thin
122,44,thin
138,48,thin
192,44,thin
187,48,thin
188,93,thin
140,48,thin
181,96,thin
188,49,thin
122,94,thin
125,73,thin
174,54,thin
191,94,thin
158,55,thin
189,62,thin
159,99,thin
120,36,thin
145,61,thin
132,42,thin
145,81,thin
142,39,thin
172,35,thin
158,83,thin
159,80,thin
134,63,thin
130,49,thin
160,59,thin
183,80,thin
144,74,thin
139,74,thin
135,54,thin
153,47,thin
147,41,thin
185,73,thin
159,92,thin
139,84,thin
149,97,thin
182,37,thin
169,68,thin
141,83,thin
134,54,thin
135,50,thin
187,86,thin
200,52,thin
180,67,thin
170,64,thin
180,79,thin
144,100,thin
159,66,thin
187,40,thin
192,45,thin
174,59,thin
122,84,thin
170,83,thin
174,90,thin
192,55,thin
167,89,thin
161,49,thin
164,36,thin
200,83,thin
127,40,thin
190,44,thin
139,83,thin
137,88,thin
149,94,thin
175,35,thin
162,75,thin
139,73,thin
152,52,thin
200,67,thin
145,52,thin
184,58,thin
154,49,thin
188,97,thin
183,45,thin
123,77,thin
162,72,thin
172,43,thin
176,41,thin
132,94,thin
190,86,thin
157,70,thin
197,37,thin
187,57,thin
192,83,thin
130,37,thin
125,67,thin
123,77,thin
158,49,thin
177,94,thin
176,64,thin
149,61,thin
171,97,thin
140,96,thin
169,86,thin
189,65,thin
186,73,thin
173,70,thin
199,90,thin
172,71,thin
124,65,thin
132,86,thin
162,92,thin
150,36,thin
158,71,thin
172,65,thin
146,90,thin
158,40,thin
161,100,thin
130,63,thin
168,91,thin
137,75,thin
151,46,thin
147,83,thin
178,49,thin
154,75,thin
173,97,thin
175,53,thin
172,92,thin
161,59,thin
138,94,thin
123,85,thin
157,47,thin
177,64,thin
122,60,thin
199,77,thin
181,87,thin
178,71,thin
146,97,thin
140,80,thin
144,72,thin
123,97,thin
162,86,thin
191,67,thin
133,47,thin
153,70,thin
200,67,thin
171,46,thin
154,63,thin
174,51,thin
132,66,thin
156,69,thin
195,40,thin
179,91,thin
135,52,thin
154,61,thin
198,58,thin
129,45,thin
188,93,thin
154,64,thin
187,97,thin
142,81,thin
188,93,thin
157,41,thin
141,95,thin
174,67,thin
143,88,thin
156,49,thin
175,52,thin
178,71,thin
180,91,thin
165,49,thin
130,84,thin
184,79,thin
175,67,thin
132,45,thin
147,71,thin
155,43,thin
171,63,thin
136,47,thin
156,83,thin
141,50,thin
157,78,thin
170,73,thin
122,85,thin
161,83,thin
121,77,thin
193,35,thin
167,91,thin
170,47,thin
145,99,thin
161,64,thin
149,93,thin
156,59,thin
157,59,thin
122,63,thin
167,52,thin
195,81,thin
122,98,thin
177,96,thin
184,53,thin
122,79,thin
192,58,thin
184,40,thin
121,48,thin
188,55,thin
156,75,thin
173,71,thin
178,45,thin
197,69,thin
139,40,thin
193,73,thin
178,44,thin
128,72,thin
175,42,thin
171,44,thin
153,96,thin
189,88,thin
144,52,thin
191,60,thin
125,78,thin
152,82,thin
140,55,thin
175,69,thin
146,42,thin
188,91,thin
140,56,thin
169,69,thin
152,60,thin
139,59,thin
146,45,thin
176,98,thin
128,95,thin
166,38,thin
135,64,thin
149,84,thin
200,59,thin
187,82,thin
159,56,thin
130,65,thin
145,96,thin
155,95,thin
121,80,thin
130,72,thin
195,41,thin
129,52,thin
160,62,thin
131,66,thin
142,85,thin
174,98,thin
184,43,thin
151,53,thin
151,39,thin
169,48,thin
164,37,thin
177,80,thin
152,90,thin
183,99,thin
197,48,thin
142,85,thin
189,35,thin
193,61,thin
141,65,thin
154,42,thin
184,40,thin
179,68,thin
131,83,thin
190,67,thin
189,43,thin
171,94,thin
177,87,thin
158,75,thin
192,86,thin
186,58,thin
121,100,thin
184,97,thin
122,89,thin
121,41,thin
147,50,thin
190,41,thin
198,65,thin
126,62,thin
176,78,thin
147,46,thin
193,56,thin
145,38,thin
153,69,thin
154,66,thin
157,35,thin
182,62,thin
124,56,thin
128,70,thin
165,64,thin
129,86,thin
188,90,thin
198,96,thin
162,78,thin
139,63,thin
133,59,thin
154,46,thin
194,99,thin
190,42,thin
196,54,thin
140,86,thin
152,65,thin
171,73,thin
139,86,thin
140,52,thin
193,81,thin
192,94,thin
143,97,thin
127,54,thin
148,42,thin
152,87,thin
138,45,thin
128,83,thin
141,85,thin
166,69,thin
178,69,thin
192,80,thin
192,63,thin
134,78,thin
176,63,thin
195,42,thin
163,45,thin
148,94,thin
158,58,thin
155,63,thin
151,51,thin
192,45,thin
170,58,thin
178,41,thin
177,71,thin
178,53,thin
165,83,thin
153,89,thin
189,47,thin
137,86,thin
133,54,thin
123,97,thin
138,87,thin
121,78,thin
191,68,thin
137,97,thin
153,59,thin
198,82,thin
125,35,thin
166,48,thin
126,87,thin
132,64,thin
142,74,thin
172,77,thin
193,52,thin
180,45,thin
150,55,thin
158,40,thin
173,61,thin
156,71,thin
159,69,thin
133,38,thin
127,75,thin
177,38,thin
151,72,thin
157,90,thin
167,46,thin
168,39,thin
138,57,thin
129,75,thin
193,64,thin
142,82,thin
120,60,thin
193,61,thin
157,50,thin
173,39,thin
163,82,thin
185,98,thin
173,54,thin
142,81,thin
181,51,thin
128,50,thin
142,42,thin
144,39,thin
169,99,thin
123,98,thin
147,62,thin
129,58,thin
122,97,thin
163,94,thin
134,41,thin
147,42,thin
194,95,thin
170,38,thin
149,81,thin
151,65,thin
147,49,thin
152,43,thin
194,52,thin
146,40,thin
128,49,thin
189,48,thin
183,92,thin
162,81,thin
198,36,thin
185,45,thin
185,95,thin
132,63,thin
199,49,thin
182,38,thin
194,50,thin
135,85,thin
150,55,thin
147,92,thin
137,68,thin
153,73,thin
140,41,thin
179,90,thin
128,69,thin
165,38,thin
154,99,thin
180,82,thin
183,100,thin
129,54,thin
122,53,thin
152,48,thin
176,93,thin
140,79,thin
140,73,thin
135,55,thin
172,43,thin
161,100,thin
176,41,thin
144,100,thin
160,40,thin
162,76,thin
145,55,thin
171,67,thin
185,81,thin
188,44,thin
164,84,thin
152,77,thin
130,100,thin
164,62,thin
195,74,thin
